"Category","연령대"
"18세 ~ 19세",83
"20세 ~ 24세",1713
"25세 ~ 29세",6670
"30세 ~ 34세",17481
"35세 ~ 39세",35478
"40세 ~ 44세",56071
"45세 ~ 49세",76285
"50세 ~ 54세",68991
"55세 ~ 59세",56546
"60세 ~ 64세",31855
"65세 ~ 69세",20980
"70세 ~ 74세",10296
"75세 이상",4677
