"Category","연령대"
"18세 ~ 19세",64
"20세 ~ 24세",884
"25세 ~ 29세",3409
"30세 ~ 34세",10034
"35세 ~ 39세",21502
"40세 ~ 44세",33071
"45세 ~ 49세",45053
"50세 ~ 54세",42815
"55세 ~ 59세",36968
"60세 ~ 64세",21437
"65세 ~ 69세",13831
"70세 ~ 74세",7315
"75세 이상",3672
