"Category","연령대"
"20세 ~ 24세",36
"25세 ~ 29세",177
"30세 ~ 34세",480
"35세 ~ 39세",947
"40세 ~ 44세",1469
"45세 ~ 49세",2105
"50세 ~ 54세",1625
"55세 ~ 59세",1212
"60세 ~ 64세",584
"65세 ~ 69세",367
"70세 ~ 74세",170
"75세 이상",81
