"Category","연령대"
"18세 ~ 19세",22
"20세 ~ 24세",335
"25세 ~ 29세",1126
"30세 ~ 34세",2428
"35세 ~ 39세",5032
"40세 ~ 44세",8239
"45세 ~ 49세",13639
"50세 ~ 54세",13859
"55세 ~ 59세",12835
"60세 ~ 64세",7213
"65세 ~ 69세",4661
"70세 ~ 74세",2348
"75세 이상",1103
