"Category","연령대"
"18세 ~ 19세",54
"20세 ~ 24세",1309
"25세 ~ 29세",4875
"30세 ~ 34세",11933
"35세 ~ 39세",24322
"40세 ~ 44세",40202
"45세 ~ 49세",55557
"50세 ~ 54세",49391
"55세 ~ 59세",39344
"60세 ~ 64세",21630
"65세 ~ 69세",14326
"70세 ~ 74세",7128
"75세 이상",3097
