"Category","연령대"
"18세 ~ 19세",22847
"20세 ~ 24세",104948
"25세 ~ 29세",139350
"30세 ~ 34세",228227
"35세 ~ 39세",364122
"40세 ~ 44세",540098
"45세 ~ 49세",705586
"50세 ~ 54세",598716
"55세 ~ 59세",484066
"60세 ~ 64세",281026
"65세 ~ 69세",187300
"70세 ~ 74세",92149
"75세 이상",45187
