"Category","연령대"
"18세 ~ 19세",14
"20세 ~ 24세",289
"25세 ~ 29세",1108
"30세 ~ 34세",2447
"35세 ~ 39세",5113
"40세 ~ 44세",8335
"45세 ~ 49세",13359
"50세 ~ 54세",13330
"55세 ~ 59세",12432
"60세 ~ 64세",6860
"65세 ~ 69세",4323
"70세 ~ 74세",2186
"75세 이상",925
