"Category","연령대"
"18세 ~ 19세",48
"20세 ~ 24세",1401
"25세 ~ 29세",5769
"30세 ~ 34세",15349
"35세 ~ 39세",31186
"40세 ~ 44세",49092
"45세 ~ 49세",65705
"50세 ~ 54세",57537
"55세 ~ 59세",45350
"60세 ~ 64세",24450
"65세 ~ 69세",15471
"70세 ~ 74세",7324
"75세 이상",3129
