"Category","연령대"
"18세 ~ 19세",43616
"20세 ~ 24세",157540
"25세 ~ 29세",187642
"30세 ~ 34세",307429
"35세 ~ 39세",499412
"40세 ~ 44세",730161
"45세 ~ 49세",972004
"50세 ~ 54세",844296
"55세 ~ 59세",678541
"60세 ~ 64세",386047
"65세 ~ 69세",254721
"70세 ~ 74세",121763
"75세 이상",59374
