"Category","연령대"
"18세 ~ 19세",19
"20세 ~ 24세",336
"25세 ~ 29세",1261
"30세 ~ 34세",2938
"35세 ~ 39세",6001
"40세 ~ 44세",9597
"45세 ~ 49세",15359
"50세 ~ 54세",15460
"55세 ~ 59세",14192
"60세 ~ 64세",7805
"65세 ~ 69세",4801
"70세 ~ 74세",2392
"75세 이상",1038
