"Category","연령대"
"18세 ~ 19세",27
"20세 ~ 24세",652
"25세 ~ 29세",2731
"30세 ~ 34세",8425
"35세 ~ 39세",18492
"40세 ~ 44세",28322
"45세 ~ 49세",37795
"50세 ~ 54세",34932
"55세 ~ 59세",29354
"60세 ~ 64세",16306
"65세 ~ 69세",10275
"70세 ~ 74세",5361
"75세 이상",2457
