"Category","연령대"
"18세 ~ 19세",2
"20세 ~ 24세",63
"25세 ~ 29세",415
"30세 ~ 34세",1709
"35세 ~ 39세",4455
"40세 ~ 44세",7209
"45세 ~ 49세",9153
"50세 ~ 54세",8045
"55세 ~ 59세",5827
"60세 ~ 64세",2920
"65세 ~ 69세",1941
"70세 ~ 74세",1076
"75세 이상",493
