"Category","연령대"
"18세 ~ 19세",36
"20세 ~ 24세",2538
"25세 ~ 29세",7653
"30세 ~ 34세",18087
"35세 ~ 39세",29225
"40세 ~ 44세",39601
"45세 ~ 49세",49620
"50세 ~ 54세",39282
"55세 ~ 59세",26963
"60세 ~ 64세",12523
"65세 ~ 69세",6885
"70세 ~ 74세",3307
"75세 이상",1564
