"Category","연령대"
"18세 ~ 19세",1
"20세 ~ 24세",324
"25세 ~ 29세",1246
"30세 ~ 34세",2993
"35세 ~ 39세",4701
"40세 ~ 44세",6170
"45세 ~ 49세",7656
"50세 ~ 54세",6129
"55세 ~ 59세",4453
"60세 ~ 64세",2284
"65세 ~ 69세",1476
"70세 ~ 74세",869
"75세 이상",421
