"Category","연령대"
"18세 ~ 19세",52700
"20세 ~ 24세",165489
"25세 ~ 29세",183430
"30세 ~ 34세",284695
"35세 ~ 39세",451457
"40세 ~ 44세",667640
"45세 ~ 49세",907187
"50세 ~ 54세",818600
"55세 ~ 59세",694943
"60세 ~ 64세",434133
"65세 ~ 69세",319508
"70세 ~ 74세",172418
"75세 이상",98398
