"Category","연령대"
"18세 ~ 19세",54
"20세 ~ 24세",1337
"25세 ~ 29세",4807
"30세 ~ 34세",11856
"35세 ~ 39세",24537
"40세 ~ 44세",40354
"45세 ~ 49세",55576
"50세 ~ 54세",49822
"55세 ~ 59세",39999
"60세 ~ 64세",22220
"65세 ~ 69세",14770
"70세 ~ 74세",7401
"75세 이상",3204
