"Category","연령대"
"18세 ~ 19세",22
"20세 ~ 24세",513
"25세 ~ 29세",2158
"30세 ~ 34세",6601
"35세 ~ 39세",14482
"40세 ~ 44세",22447
"45세 ~ 49세",29479
"50세 ~ 54세",27140
"55세 ~ 59세",22904
"60세 ~ 64세",13128
"65세 ~ 69세",8778
"70세 ~ 74세",4809
"75세 이상",2293
