"Category","연령대"
"18세 ~ 19세",3
"20세 ~ 24세",146
"25세 ~ 29세",569
"30세 ~ 34세",1165
"35세 ~ 39세",2330
"40세 ~ 44세",3725
"45세 ~ 49세",5931
"50세 ~ 54세",5720
"55세 ~ 59세",4784
"60세 ~ 64세",2306
"65세 ~ 69세",1361
"70세 ~ 74세",572
"75세 이상",245
