"Category","연령대"
"18세 ~ 19세",14673
"20세 ~ 24세",63290
"25세 ~ 29세",75629
"30세 ~ 34세",116793
"35세 ~ 39세",164473
"40세 ~ 44세",224265
"45세 ~ 49세",281725
"50세 ~ 54세",218082
"55세 ~ 59세",153574
"60세 ~ 64세",80754
"65세 ~ 69세",52041
"70세 ~ 74세",24435
"75세 이상",12550
