"Category","연령대"
"18세 ~ 19세",10
"20세 ~ 24세",297
"25세 ~ 29세",1213
"30세 ~ 34세",3422
"35세 ~ 39세",6841
"40세 ~ 44세",10380
"45세 ~ 49세",13384
"50세 ~ 54세",11658
"55세 ~ 59세",8648
"60세 ~ 64세",4155
"65세 ~ 69세",2454
"70세 ~ 74세",1104
"75세 이상",508
