"Category","연령대"
"18세 ~ 19세",16
"20세 ~ 24세",566
"25세 ~ 29세",2196
"30세 ~ 34세",5156
"35세 ~ 39세",9588
"40세 ~ 44세",14994
"45세 ~ 49세",20103
"50세 ~ 54세",16068
"55세 ~ 59세",11334
"60세 ~ 64세",5343
"65세 ~ 69세",3213
"70세 ~ 74세",1388
"75세 이상",612
