"Category","연령대"
"18세 ~ 19세",2
"20세 ~ 24세",15
"25세 ~ 29세",103
"30세 ~ 34세",497
"35세 ~ 39세",1717
"40세 ~ 44세",2361
"45세 ~ 49세",2126
"50세 ~ 54세",1428
"55세 ~ 59세",1183
"60세 ~ 64세",730
"65세 ~ 69세",525
"70세 ~ 74세",289
"75세 이상",154
