"Category","연령대"
"20세 ~ 24세",42
"25세 ~ 29세",302
"30세 ~ 34세",1013
"35세 ~ 39세",1865
"40세 ~ 44세",2280
"45세 ~ 49세",2674
"50세 ~ 54세",2320
"55세 ~ 59세",1859
"60세 ~ 64세",925
"65세 ~ 69세",552
"70세 ~ 74세",258
"75세 이상",137
