"Category","연령대"
"18세 ~ 19세",4
"20세 ~ 24세",115
"25세 ~ 29세",591
"30세 ~ 34세",1623
"35세 ~ 39세",2597
"40세 ~ 44세",3165
"45세 ~ 49세",3804
"50세 ~ 54세",2993
"55세 ~ 59세",2331
"60세 ~ 64세",1162
"65세 ~ 69세",669
"70세 ~ 74세",332
"75세 이상",161
