"Category","연령대"
"20세 ~ 24세",11
"25세 ~ 29세",103
"30세 ~ 34세",285
"35세 ~ 39세",537
"40세 ~ 44세",658
"45세 ~ 49세",924
"50세 ~ 54세",890
"55세 ~ 59세",764
"60세 ~ 64세",388
"65세 ~ 69세",198
"70세 ~ 74세",93
"75세 이상",42
