"Category","연령대"
"18세 ~ 19세",157
"20세 ~ 24세",1754
"25세 ~ 29세",6407
"30세 ~ 34세",16528
"35세 ~ 39세",25306
"40세 ~ 44세",30944
"45세 ~ 49세",36908
"50세 ~ 54세",30519
"55세 ~ 59세",23199
"60세 ~ 64세",11019
"65세 ~ 69세",6058
"70세 ~ 74세",2610
"75세 이상",1268
