"Category","연령대"
"18세 ~ 19세",1
"20세 ~ 24세",151
"25세 ~ 29세",852
"30세 ~ 34세",2452
"35세 ~ 39세",5172
"40세 ~ 44세",8036
"45세 ~ 49세",12101
"50세 ~ 54세",11729
"55세 ~ 59세",10540
"60세 ~ 64세",5714
"65세 ~ 69세",3496
"70세 ~ 74세",1704
"75세 이상",755
