"Category","연령대"
"18세 ~ 19세",6
"20세 ~ 24세",413
"25세 ~ 29세",2306
"30세 ~ 34세",7808
"35세 ~ 39세",17272
"40세 ~ 44세",26001
"45세 ~ 49세",33196
"50세 ~ 54세",30071
"55세 ~ 59세",24774
"60세 ~ 64세",13738
"65세 ~ 69세",8765
"70세 ~ 74세",4616
"75세 이상",2167
