"Category","연령대"
"18세 ~ 19세",6
"20세 ~ 24세",173
"25세 ~ 29세",988
"30세 ~ 34세",3185
"35세 ~ 39세",6995
"40세 ~ 44세",10446
"45세 ~ 49세",12797
"50세 ~ 54세",10251
"55세 ~ 59세",7634
"60세 ~ 64세",3836
"65세 ~ 69세",2262
"70세 ~ 74세",1109
"75세 이상",411
