"Category","연령대"
"20세 ~ 24세",24
"25세 ~ 29세",117
"30세 ~ 34세",322
"35세 ~ 39세",856
"40세 ~ 44세",1466
"45세 ~ 49세",2538
"50세 ~ 54세",2601
"55세 ~ 59세",2301
"60세 ~ 64세",1369
"65세 ~ 69세",946
"70세 ~ 74세",554
"75세 이상",297
