"Category","연령대"
"18세 ~ 19세",54115
"20세 ~ 24세",167017
"25세 ~ 29세",182713
"30세 ~ 34세",277224
"35세 ~ 39세",434880
"40세 ~ 44세",648144
"45세 ~ 49세",880604
"50세 ~ 54세",787727
"55세 ~ 59세",662115
"60세 ~ 64세",409955
"65세 ~ 69세",299555
"70세 ~ 74세",161304
"75세 이상",92103
