"Category","연령대"
"18세 ~ 19세",21
"20세 ~ 24세",330
"25세 ~ 29세",1064
"30세 ~ 34세",2108
"35세 ~ 39세",4515
"40세 ~ 44세",7535
"45세 ~ 49세",12706
"50세 ~ 54세",13113
"55세 ~ 59세",12171
"60세 ~ 64세",6865
"65세 ~ 69세",4453
"70세 ~ 74세",2260
"75세 이상",1041
