"Category","연령대"
"18세 ~ 19세",1
"20세 ~ 24세",54
"25세 ~ 29세",276
"30세 ~ 34세",943
"35세 ~ 39세",2544
"40세 ~ 44세",5406
"45세 ~ 49세",9360
"50세 ~ 54세",10300
"55세 ~ 59세",9002
"60세 ~ 64세",4593
"65세 ~ 69세",2357
"70세 ~ 74세",971
"75세 이상",386
