"Category","연령대"
"18세 ~ 19세",2
"20세 ~ 24세",97
"25세 ~ 29세",440
"30세 ~ 34세",1175
"35세 ~ 39세",2722
"40세 ~ 44세",6076
"45세 ~ 49세",10897
"50세 ~ 54세",11916
"55세 ~ 59세",10500
"60세 ~ 64세",5146
"65세 ~ 69세",2718
"70세 ~ 74세",1073
"75세 이상",397
