"Category","연령대"
"20세 ~ 24세",18
"25세 ~ 29세",96
"30세 ~ 34세",301
"35세 ~ 39세",703
"40세 ~ 44세",1469
"45세 ~ 49세",3012
"50세 ~ 54세",3381
"55세 ~ 59세",3372
"60세 ~ 64세",1620
"65세 ~ 69세",847
"70세 ~ 74세",314
"75세 이상",127
